student_id,name,batch_type,year,section,enrolled_courses
182400017,Salma Karim,Regular,2018,A,CSE434,CSE441,CSE487,CSE495
182400018,Nusrat Miah,Regular,2018,S,CSE411,CSE412,CSE415,CSE477
182400019,Hasan Sheikh,Regular,2018,T,CSE434,CSE441,CSE487,CSE495
182400020,Fatima Sarkar,Regular,2018,M,CSE412,CSE416,CSE431,CSE432
182400021,Mohammad Bibi,Regular,2018,K,CSE411,CSE415,CSE432,CSE477
182400022,Ayesha Aktar,Regular,2018,P,CSE434,CSE441,CSE487,CSE495
182400023,Ahmed Sultana,Regular,2018,V,CSE411,CSE412,CSE416,CSE431
182400024,Rashida Molla,Regular,2018,C,CSE434,CSE441,CSE487,CSE495
182400025,Karim Mondal,Regular,2018,L,CSE412,CSE415,CSE432,CSE477
182400026,Nasreen Roy,Regular,2018,Q,CSE411,CSE416,CSE431,CSE432
182400027,Omar Das,Regular,2018,G,CSE434,CSE441,CSE487,CSE495
182400028,Sultana Saha,Regular,2018,X,CSE411,CSE412,CSE415,CSE477
182400029,Ibrahim Barua,Regular,2018,D,CSE434,CSE441,CSE487,CSE495
182400030,Ruma Nath,Regular,2018,N,CSE412,CSE416,CSE431,CSE432
182400031,Tariq Paul,Regular,2018,R,CSE411,CSE415,CSE432,CSE477
182400032,Shahida Ghosh,Regular,2018,H,CSE434,CSE441,CSE487,CSE495
182400033,Yusuf Sen,Regular,2018,Y,CSE411,CSE412,CSE416,CSE431
182400034,Rehana Rahman,Regular,2018,E,CSE434,CSE441,CSE487,CSE495
182400035,Mahmud Ahmed,Regular,2018,O,CSE412,CSE415,CSE432,CSE477
182400036,Farida Khan,Regular,2018,I,CSE411,CSE416,CSE431,CSE432
182400037,Rafiq Hossain,Regular,2018,U,CSE434,CSE441,CSE487,CSE495
182400038,Nasir Ali,Regular,2018,F,CSE411,CSE412,CSE415,CSE477
182400039,Shamsul Islam,Regular,2018,Z,CSE434,CSE441,CSE487,CSE495
182400040,Rokeya Uddin,Regular,2018,J,CSE412,CSE416,CSE431,CSE432
182400041,Aminul Begum,Regular,2018,W,CSE411,CSE415,CSE432,CSE477
182400042,Jahanara Khatun,Regular,2018,A,CSE434,CSE441,CSE487,CSE495
182400043,Mizanur Chowdhury,Regular,2018,S,CSE411,CSE412,CSE416,CSE431
182400044,Hosne Alam,Regular,2018,T,CSE434,CSE441,CSE487,CSE495
182400045,Golam Hassan,Regular,2018,M,CSE412,CSE415,CSE432,CSE477
182400046,Nurul Mahmud,Regular,2018,K,CSE411,CSE416,CSE431,CSE432
182400047,Kamrun Karim,Regular,2018,P,CSE434,CSE441,CSE487,CSE495
182400048,Shafiq Miah,Regular,2018,V,CSE411,CSE412,CSE415,CSE477
182400049,Dilruba Sheikh,Regular,2018,C,CSE434,CSE441,CSE487,CSE495
182400050,Anwar Sarkar,Regular,2018,L,CSE412,CSE416,CSE431,CSE432
182400051,Maksuda Bibi,Regular,2018,Q,CSE411,CSE415,CSE432,CSE477
182400052,Hafiz Aktar,Regular,2018,G,CSE434,CSE441,CSE487,CSE495
182400053,Shireen Sultana,Regular,2018,X,CSE411,CSE412,CSE416,CSE431
182400054,Delwar Molla,Regular,2018,D,CSE434,CSE441,CSE487,CSE495
182400055,Rahima Mondal,Regular,2018,N,CSE412,CSE415,CSE432,CSE477
182400056,Shahed Roy,Regular,2018,R,CSE411,CSE416,CSE431,CSE432
182400057,Monira Das,Regular,2018,H,CSE434,CSE441,CSE487,CSE495
182400058,Ruhul Saha,Regular,2018,Y,CSE411,CSE412,CSE415,CSE477
182400059,Zakir Barua,Regular,2018,E,CSE434,CSE441,CSE487,CSE495
182400060,Selina Nath,Regular,2018,O,CSE412,CSE416,CSE431,CSE432
182400061,Mosharraf Paul,Regular,2018,I,CSE411,CSE415,CSE432,CSE477
182400062,Taslima Ghosh,Regular,2018,U,CSE434,CSE441,CSE487,CSE495
182400063,Karim Sen,Regular,2018,F,CSE411,CSE412,CSE416,CSE431
182400064,Abdul Rahman,Regular,2018,Z,CSE434,CSE441,CSE487,CSE495
182400065,Rahim Ahmed,Regular,2018,J,CSE412,CSE415,CSE432,CSE477
182400066,Salma Khan,Regular,2018,W,CSE411,CSE416,CSE431,CSE432
182400067,Nusrat Hossain,Regular,2018,A,CSE434,CSE441,CSE487,CSE495
182400068,Hasan Ali,Regular,2018,S,CSE411,CSE412,CSE415,CSE477
182400069,Fatima Islam,Regular,2018,T,CSE434,CSE441,CSE487,CSE495
182400070,Mohammad Uddin,Regular,2018,M,CSE412,CSE416,CSE431,CSE432
182400071,Ayesha Begum,Regular,2018,K,CSE411,CSE415,CSE432,CSE477
182400072,Ahmed Khatun,Regular,2018,P,CSE434,CSE441,CSE487,CSE495
182400073,Rashida Chowdhury,Regular,2018,V,CSE411,CSE412,CSE416,CSE431
182400074,Karim Alam,Regular,2018,C,CSE434,CSE441,CSE487,CSE495
182400075,Nasreen Hassan,Regular,2018,L,CSE412,CSE415,CSE432,CSE477
182400076,Omar Mahmud,Regular,2018,Q,CSE411,CSE416,CSE431,CSE432
182400077,Sultana Karim,Regular,2018,G,CSE434,CSE441,CSE487,CSE495
182400078,Ibrahim Miah,Regular,2018,X,CSE411,CSE412,CSE415,CSE477
182400079,Ruma Sheikh,Regular,2018,D,CSE434,CSE441,CSE487,CSE495
182400080,Tariq Sarkar,Regular,2018,N,CSE412,CSE416,CSE431,CSE432
182400081,Shahida Bibi,Regular,2018,R,CSE411,CSE415,CSE432,CSE477
182400082,Yusuf Aktar,Regular,2018,H,CSE434,CSE441,CSE487,CSE495
182400083,Rehana Sultana,Regular,2018,Y,CSE411,CSE412,CSE416,CSE431
183400001,Mahmud Molla,Regular,2018,E,CSE434,CSE441,CSE487,CSE495
183400002,Farida Mondal,Regular,2018,O,CSE412,CSE415,CSE432,CSE477
183400003,Rafiq Roy,Regular,2018,I,CSE411,CSE416,CSE431,CSE432
183400004,Nasir Das,Regular,2018,U,CSE434,CSE441,CSE487,CSE495
183400005,Shamsul Saha,Regular,2018,F,CSE411,CSE412,CSE415,CSE477
183400006,Rokeya Barua,Regular,2018,Z,CSE434,CSE441,CSE487,CSE495
183400007,Aminul Nath,Regular,2018,J,CSE412,CSE416,CSE431,CSE432
183400008,Jahanara Paul,Regular,2018,W,CSE411,CSE415,CSE432,CSE477
183400009,Mizanur Ghosh,Regular,2018,A,CSE434,CSE441,CSE487,CSE495
183400010,Hosne Sen,Regular,2018,S,CSE411,CSE412,CSE416,CSE431
183400011,Golam Rahman,Regular,2018,T,CSE434,CSE441,CSE487,CSE495
183400012,Nurul Ahmed,Regular,2018,M,CSE412,CSE415,CSE432,CSE477
183400013,Kamrun Khan,Regular,2018,K,CSE411,CSE416,CSE431,CSE432
183400014,Shafiq Hossain,Regular,2018,P,CSE434,CSE441,CSE487,CSE495
183400015,Dilruba Ali,Regular,2018,V,CSE411,CSE412,CSE415,CSE477
183400016,Anwar Islam,Regular,2018,C,CSE434,CSE441,CSE487,CSE495
183400017,Maksuda Uddin,Regular,2018,L,CSE412,CSE416,CSE431,CSE432
183400018,Hafiz Begum,Regular,2018,Q,CSE411,CSE415,CSE432,CSE477
183400019,Shireen Khatun,Regular,2018,G,CSE434,CSE441,CSE487,CSE495
183400020,Delwar Chowdhury,Regular,2018,X,CSE411,CSE412,CSE416,CSE431
183400021,Rahima Alam,Regular,2018,D,CSE434,CSE441,CSE487,CSE495
183400022,Shahed Hassan,Regular,2018,N,CSE412,CSE415,CSE432,CSE477
183400023,Monira Mahmud,Regular,2018,R,CSE411,CSE416,CSE431,CSE432
183400024,Ruhul Karim,Regular,2018,H,CSE434,CSE441,CSE487,CSE495
183400025,Zakir Miah,Regular,2018,Y,CSE411,CSE412,CSE415,CSE477
183400026,Selina Sheikh,Regular,2018,E,CSE434,CSE441,CSE487,CSE495
183400027,Mosharraf Sarkar,Regular,2018,O,CSE412,CSE416,CSE431,CSE432
183400028,Taslima Bibi,Regular,2018,I,CSE411,CSE415,CSE432,CSE477
183400029,Karim Aktar,Regular,2018,U,CSE434,CSE441,CSE487,CSE495
183400030,Abdul Sultana,Regular,2018,F,CSE411,CSE412,CSE416,CSE431
183400031,Rahim Molla,Regular,2018,Z,CSE434,CSE441,CSE487,CSE495
183400032,Salma Mondal,Regular,2018,J,CSE412,CSE415,CSE432,CSE477
183400033,Nusrat Roy,Regular,2018,W,CSE411,CSE416,CSE431,CSE432
183400034,Hasan Das,Regular,2018,A,CSE434,CSE441,CSE487,CSE495
183400035,Fatima Saha,Regular,2018,S,CSE411,CSE412,CSE415,CSE477
183400036,Mohammad Barua,Regular,2018,T,CSE434,CSE441,CSE487,CSE495
183400037,Ayesha Nath,Regular,2018,M,CSE412,CSE416,CSE431,CSE432
183400038,Ahmed Paul,Regular,2018,K,CSE411,CSE415,CSE432,CSE477
183400039,Rashida Ghosh,Regular,2018,P,CSE434,CSE441,CSE487,CSE495
183400040,Karim Sen,Regular,2018,V,CSE411,CSE412,CSE416,CSE431
183400041,Nasreen Rahman,Regular,2018,C,CSE434,CSE441,CSE487,CSE495
183400042,Omar Ahmed,Regular,2018,L,CSE412,CSE415,CSE432,CSE477
183400043,Sultana Khan,Regular,2018,Q,CSE411,CSE416,CSE431,CSE432
183400044,Ibrahim Hossain,Regular,2018,G,CSE434,CSE441,CSE487,CSE495
183400045,Ruma Ali,Regular,2018,X,CSE411,CSE412,CSE415,CSE477
183400046,Tariq Islam,Regular,2018,D,CSE434,CSE441,CSE487,CSE495
183400047,Shahida Uddin,Regular,2018,N,CSE412,CSE416,CSE431,CSE432
183400048,Yusuf Begum,Regular,2018,R,CSE411,CSE415,CSE432,CSE477
183400049,Rehana Khatun,Regular,2018,H,CSE434,CSE441,CSE487,CSE495
183400050,Mahmud Chowdhury,Regular,2018,Y,CSE411,CSE412,CSE416,CSE431
183400051,Farida Alam,Regular,2018,E,CSE434,CSE441,CSE487,CSE495
183400052,Rafiq Hassan,Regular,2018,O,CSE412,CSE415,CSE432,CSE477
183400053,Nasir Mahmud,Regular,2018,I,CSE411,CSE416,CSE431,CSE432
183400054,Shamsul Karim,Regular,2018,U,CSE434,CSE441,CSE487,CSE495
183400055,Rokeya Miah,Regular,2018,F,CSE411,CSE412,CSE415,CSE477
183400056,Aminul Sheikh,Regular,2018,Z,CSE434,CSE441,CSE487,CSE495
183400057,Jahanara Sarkar,Regular,2018,J,CSE412,CSE416,CSE431,CSE432
183400058,Mizanur Bibi,Regular,2018,W,CSE411,CSE415,CSE432,CSE477
183400059,Hosne Aktar,Regular,2018,A,CSE434,CSE441,CSE487,CSE495
183400060,Golam Sultana,Regular,2018,S,CSE411,CSE412,CSE416,CSE431
183400061,Nurul Molla,Regular,2018,T,CSE434,CSE441,CSE487,CSE495
183400062,Kamrun Mondal,Regular,2018,M,CSE412,CSE415,CSE432,CSE477
183400063,Shafiq Roy,Regular,2018,K,CSE411,CSE416,CSE431,CSE432
183400064,Dilruba Das,Regular,2018,P,CSE434,CSE441,CSE487,CSE495
183400065,Anwar Saha,Regular,2018,V,CSE411,CSE412,CSE415,CSE477
183400066,Maksuda Barua,Regular,2018,C,CSE434,CSE441,CSE487,CSE495
183400067,Hafiz Nath,Regular,2018,L,CSE412,CSE416,CSE431,CSE432
183400068,Shireen Paul,Regular,2018,Q,CSE411,CSE415,CSE432,CSE477
183400069,Delwar Ghosh,Regular,2018,G,CSE434,CSE441,CSE487,CSE495
183400070,Rahima Sen,Regular,2018,X,CSE411,CSE412,CSE416,CSE431
183400071,Shahed Rahman,Regular,2018,D,CSE434,CSE441,CSE487,CSE495
183400072,Monira Ahmed,Regular,2018,N,CSE412,CSE415,CSE432,CSE477
183400073,Ruhul Khan,Regular,2018,R,CSE411,CSE416,CSE431,CSE432
183400074,Zakir Hossain,Regular,2018,H,CSE434,CSE441,CSE487,CSE495
183400075,Selina Ali,Regular,2018,Y,CSE411,CSE412,CSE415,CSE477
183400076,Mosharraf Islam,Regular,2018,E,CSE434,CSE441,CSE487,CSE495
183400077,Taslima Uddin,Regular,2018,O,CSE412,CSE416,CSE431,CSE432
183400078,Karim Begum,Regular,2018,I,CSE411,CSE415,CSE432,CSE477
183400079,Abdul Khatun,Regular,2018,U,CSE434,CSE441,CSE487,CSE495
183400080,Rahim Chowdhury,Regular,2018,F,CSE411,CSE412,CSE416,CSE431
183400081,Salma Alam,Regular,2018,Z,CSE434,CSE441,CSE487,CSE495
183400082,Nusrat Hassan,Regular,2018,J,CSE412,CSE415,CSE432,CSE477
183400083,Hasan Mahmud,Regular,2018,W,CSE411,CSE416,CSE431,CSE432
191400001,Fatima Karim,Regular,2019,A,CSE411,CSE415,CSE431,CSE432
191400002,Mohammad Miah,Regular,2019,S,CSE434,CSE441,CSE487,CSE495
191400003,Ayesha Sheikh,Regular,2019,T,CSE412,CSE416,CSE432,CSE477
191400004,Ahmed Sarkar,Regular,2019,M,CSE411,CSE415,CSE431,CSE477
191400005,Rashida Bibi,Regular,2019,K,CSE434,CSE441,CSE487,CSE495
191400006,Karim Aktar,Regular,2019,P,CSE411,CSE412,CSE416,CSE431
191400007,Nasreen Sultana,Regular,2019,V,CSE434,CSE441,CSE487,CSE495
191400008,Omar Molla,Regular,2019,C,CSE412,CSE415,CSE432,CSE477
191400009,Sultana Mondal,Regular,2019,L,CSE411,CSE416,CSE431,CSE432
191400010,Ibrahim Roy,Regular,2019,Q,CSE434,CSE441,CSE487,CSE495
191400011,Ruma Das,Regular,2019,G,CSE411,CSE412,CSE415,CSE477
191400012,Tariq Saha,Regular,2019,X,CSE434,CSE441,CSE487,CSE495
191400013,Shahida Barua,Regular,2019,D,CSE412,CSE416,CSE431,CSE432
191400014,Yusuf Nath,Regular,2019,N,CSE411,CSE415,CSE432,CSE477
191400015,Rehana Paul,Regular,2019,R,CSE434,CSE441,CSE487,CSE495
191400016,Mahmud Ghosh,Regular,2019,H,CSE411,CSE412,CSE416,CSE431
191400017,Farida Sen,Regular,2019,Y,CSE434,CSE441,CSE487,CSE495
191400018,Rafiq Rahman,Regular,2019,E,CSE412,CSE415,CSE432,CSE477
191400019,Nasir Ahmed,Regular,2019,O,CSE411,CSE416,CSE431,CSE432
191400020,Shamsul Khan,Regular,2019,I,CSE434,CSE441,CSE487,CSE495
191400021,Rokeya Hossain,Regular,2019,U,CSE411,CSE412,CSE415,CSE477
191400022,Aminul Ali,Regular,2019,F,CSE434,CSE441,CSE487,CSE495
191400023,Jahanara Islam,Regular,2019,Z,CSE412,CSE416,CSE431,CSE432
191400024,Mizanur Uddin,Regular,2019,J,CSE411,CSE415,CSE432,CSE477
191400025,Hosne Begum,Regular,2019,W,CSE434,CSE441,CSE487,CSE495
191400026,Golam Khatun,Regular,2019,A,CSE411,CSE412,CSE416,CSE431
191400027,Nurul Chowdhury,Regular,2019,S,CSE434,CSE441,CSE487,CSE495
191400028,Kamrun Alam,Regular,2019,T,CSE412,CSE415,CSE432,CSE477
191400029,Shafiq Hassan,Regular,2019,M,CSE411,CSE416,CSE431,CSE432
191400030,Dilruba Mahmud,Regular,2019,K,CSE434,CSE441,CSE487,CSE495
191400031,Anwar Karim,Regular,2019,P,CSE411,CSE412,CSE415,CSE477
191400032,Maksuda Miah,Regular,2019,V,CSE434,CSE441,CSE487,CSE495
191400033,Hafiz Sheikh,Regular,2019,C,CSE412,CSE416,CSE431,CSE432
191400034,Shireen Sarkar,Regular,2019,L,CSE411,CSE415,CSE432,CSE477
191400035,Delwar Bibi,Regular,2019,Q,CSE434,CSE441,CSE487,CSE495
191400036,Rahima Aktar,Regular,2019,G,CSE411,CSE412,CSE416,CSE431
191400037,Shahed Sultana,Regular,2019,X,CSE434,CSE441,CSE487,CSE495
191400038,Monira Molla,Regular,2019,D,CSE412,CSE415,CSE432,CSE477
191400039,Ruhul Mondal,Regular,2019,N,CSE411,CSE416,CSE431,CSE432
191400040,Zakir Roy,Regular,2019,R,CSE434,CSE441,CSE487,CSE495
191400041,Selina Das,Regular,2019,H,CSE411,CSE412,CSE415,CSE477
191400042,Mosharraf Saha,Regular,2019,Y,CSE434,CSE441,CSE487,CSE495
191400043,Taslima Barua,Regular,2019,E,CSE412,CSE416,CSE431,CSE432
191400044,Karim Nath,Regular,2019,O,CSE411,CSE415,CSE432,CSE477
191400045,Abdul Paul,Regular,2019,I,CSE434,CSE441,CSE487,CSE495
191400046,Rahim Ghosh,Regular,2019,U,CSE411,CSE412,CSE416,CSE431
191400047,Salma Sen,Regular,2019,F,CSE434,CSE441,CSE487,CSE495
191400048,Nusrat Rahman,Regular,2019,Z,CSE412,CSE415,CSE432,CSE477
191400049,Hasan Ahmed,Regular,2019,J,CSE411,CSE416,CSE431,CSE432
191400050,Fatima Khan,Regular,2019,W,CSE434,CSE441,CSE487,CSE495
191400051,Mohammad Hossain,Regular,2019,A,CSE411,CSE412,CSE415,CSE477
191400052,Ayesha Ali,Regular,2019,S,CSE434,CSE441,CSE487,CSE495
191400053,Ahmed Islam,Regular,2019,T,CSE412,CSE416,CSE431,CSE432
191400054,Rashida Uddin,Regular,2019,M,CSE411,CSE415,CSE432,CSE477
191400055,Karim Begum,Regular,2019,K,CSE434,CSE441,CSE487,CSE495
191400056,Nasreen Khatun,Regular,2019,P,CSE411,CSE412,CSE416,CSE431
191400057,Omar Chowdhury,Regular,2019,V,CSE434,CSE441,CSE487,CSE495
191400058,Sultana Alam,Regular,2019,C,CSE412,CSE415,CSE432,CSE477
191400059,Ibrahim Hassan,Regular,2019,L,CSE411,CSE416,CSE431,CSE432
191400060,Ruma Mahmud,Regular,2019,Q,CSE434,CSE441,CSE487,CSE495
191400061,Tariq Karim,Regular,2019,G,CSE411,CSE412,CSE415,CSE477
191400062,Shahida Miah,Regular,2019,X,CSE434,CSE441,CSE487,CSE495
191400063,Yusuf Sheikh,Regular,2019,D,CSE412,CSE416,CSE431,CSE432
191400064,Rehana Sarkar,Regular,2019,N,CSE411,CSE415,CSE432,CSE477
191400065,Mahmud Bibi,Regular,2019,R,CSE434,CSE441,CSE487,CSE495
191400066,Farida Aktar,Regular,2019,H,CSE411,CSE412,CSE416,CSE431
191400067,Rafiq Sultana,Regular,2019,Y,CSE434,CSE441,CSE487,CSE495
191400068,Nasir Molla,Regular,2019,E,CSE412,CSE415,CSE432,CSE477
191400069,Shamsul Mondal,Regular,2019,O,CSE411,CSE416,CSE431,CSE432
191400070,Rokeya Roy,Regular,2019,I,CSE434,CSE441,CSE487,CSE495
191400071,Aminul Das,Regular,2019,U,CSE411,CSE412,CSE415,CSE477
191400072,Jahanara Saha,Regular,2019,F,CSE434,CSE441,CSE487,CSE495
191400073,Mizanur Barua,Regular,2019,Z,CSE412,CSE416,CSE431,CSE432
191400074,Hosne Nath,Regular,2019,J,CSE411,CSE415,CSE432,CSE477
191400075,Golam Paul,Regular,2019,W,CSE434,CSE441,CSE487,CSE495
191400076,Nurul Ghosh,Regular,2019,A,CSE411,CSE412,CSE416,CSE431
191400077,Kamrun Sen,Regular,2019,S,CSE434,CSE441,CSE487,CSE495
191400078,Shafiq Rahman,Regular,2019,T,CSE412,CSE415,CSE432,CSE477
191400079,Dilruba Ahmed,Regular,2019,M,CSE411,CSE416,CSE431,CSE432
191400080,Anwar Khan,Regular,2019,K,CSE434,CSE441,CSE487,CSE495
191400081,Maksuda Hossain,Regular,2019,P,CSE411,CSE412,CSE415,CSE477
191400082,Hafiz Ali,Regular,2019,V,CSE434,CSE441,CSE487,CSE495
