student_id,name,batch_type,year,section,enrolled_courses
181400047,Taslima Molla,Regular,2018,6,CSE434;CSE441;CSE487;CSE495
181400048,Karim Mondal,Regular,2018,3,CSE412;CSE415;CSE432;CSE477
181400049,Abdul Roy,Regular,2018,6,CSE411;CSE416;CSE431;CSE432
181400050,Rahim Das,Regular,2018,3,CSE434;CSE441;CSE487;CSE495
181400051,Salma Saha,Regular,2018,5,CSE411;CSE412;CSE415;CSE477
181400052,Nusrat Barua,Regular,2018,3,CSE434;CSE441;CSE487;CSE495
181400053,Hasan Nath,Regular,2018,2,CSE412;CSE416;CSE431;CSE432
181400054,Fatima Paul,Regular,2018,4,CSE411;CSE415;CSE432;CSE477
181400055,Mohammad Ghosh,Regular,2018,1,CSE434;CSE441;CSE487;CSE495
181400056,Ayesha Sen,Regular,2018,3,CSE411;CSE412;CSE416;CSE431
181400057,Ahmed Rahman,Regular,2018,3,CSE434;CSE441;CSE487;CSE495
181400058,Rashida Ahmed,Regular,2018,4,CSE412;CSE415;CSE432;CSE477
181400059,Karim Khan,Regular,2018,4,CSE411;CSE416;CSE431;CSE432
181400060,Nasreen Hossain,Regular,2018,6,CSE434;CSE441;CSE487;CSE495
181400061,Omar Ali,Regular,2018,4,CSE411;CSE412;CSE415;CSE477
181400062,Sultana Islam,Regular,2018,1,CSE434;CSE441;CSE487;CSE495
181400063,Ibrahim Uddin,Regular,2018,3,CSE412;CSE416;CSE431;CSE432
181400064,Ruma Begum,Regular,2018,4,CSE411;CSE415;CSE432;CSE477
181400065,Tariq Khatun,Regular,2018,4,CSE434;CSE441;CSE487;CSE495
181400066,Shahida Chowdhury,Regular,2018,4,CSE411;CSE412;CSE416;CSE431
181400067,Yusuf Alam,Regular,2018,5,CSE434;CSE441;CSE487;CSE495
181400068,Rehana Hassan,Regular,2018,1,CSE412;CSE415;CSE432;CSE477
181400069,Mahmud Mahmud,Regular,2018,2,CSE411;CSE416;CSE431;CSE432
181400070,Farida Karim,Regular,2018,1,CSE434;CSE441;CSE487;CSE495
181400071,Rafiq Miah,Regular,2018,5,CSE411;CSE412;CSE415;CSE477
181400072,Nasir Sheikh,Regular,2018,3,CSE434;CSE441;CSE487;CSE495
181400073,Shamsul Sarkar,Regular,2018,1,CSE412;CSE416;CSE431;CSE432
181400074,Rokeya Bibi,Regular,2018,1,CSE411;CSE415;CSE432;CSE477
181400075,Aminul Aktar,Regular,2018,3,CSE434;CSE441;CSE487;CSE495
181400076,Jahanara Sultana,Regular,2018,3,CSE411;CSE412;CSE416;CSE431
181400077,Mizanur Molla,Regular,2018,3,CSE434;CSE441;CSE487;CSE495
181400078,Hosne Mondal,Regular,2018,6,CSE412;CSE415;CSE432;CSE477
181400079,Golam Roy,Regular,2018,6,CSE411;CSE416;CSE431;CSE432
181400080,Nurul Das,Regular,2018,2,CSE434;CSE441;CSE487;CSE495
181400081,Kamrun Saha,Regular,2018,2,CSE411;CSE412;CSE415;CSE477
181400082,Shafiq Barua,Regular,2018,5,CSE434;CSE441;CSE487;CSE495
181400083,Dilruba Nath,Regular,2018,6,CSE412;CSE416;CSE431;CSE432
182400001,Anwar Paul,Regular,2018,6,CSE411;CSE415;CSE432;CSE477
182400002,Maksuda Ghosh,Regular,2018,5,CSE434;CSE441;CSE487;CSE495
182400003,Hafiz Sen,Regular,2018,3,CSE411;CSE412;CSE416;CSE431
182400004,Shireen Rahman,Regular,2018,1,CSE434;CSE441;CSE487;CSE495
182400005,Delwar Ahmed,Regular,2018,3,CSE412;CSE415;CSE432;CSE477
182400006,Rahima Khan,Regular,2018,3,CSE411;CSE416;CSE431;CSE432
182400007,Shahed Hossain,Regular,2018,1,CSE434;CSE441;CSE487;CSE495
182400008,Monira Ali,Regular,2018,4,CSE411;CSE412;CSE415;CSE477
182400009,Ruhul Islam,Regular,2018,5,CSE434;CSE441;CSE487;CSE495
182400010,Zakir Uddin,Regular,2018,3,CSE412;CSE416;CSE431;CSE432
182400011,Selina Begum,Regular,2018,2,CSE411;CSE415;CSE432;CSE477
182400012,Mosharraf Khatun,Regular,2018,1,CSE434;CSE441;CSE487;CSE495
182400013,Taslima Chowdhury,Regular,2018,2,CSE411;CSE412;CSE416;CSE431
182400014,Karim Alam,Regular,2018,6,CSE434;CSE441;CSE487;CSE495
182400015,Abdul Hassan,Regular,2018,4,CSE412;CSE415;CSE432;CSE477
182400016,Rahim Mahmud,Regular,2018,1,CSE411;CSE416;CSE431;CSE432
182400017,Salma Karim,Regular,2018,1,CSE434;CSE441;CSE487;CSE495
182400018,Nusrat Miah,Regular,2018,5,CSE411;CSE412;CSE415;CSE477
182400019,Hasan Sheikh,Regular,2018,5,CSE434;CSE441;CSE487;CSE495
222410006,Taslima Khatun,Evening,2022,5,CSE110;ENG103;ENG107;ENG111
222410007,Karim Chowdhury,Evening,2022,3,MAT101;PHY101;PHY102;SOC101
222410008,Abdul Alam,Evening,2022,2,ACT201;BUS105;CHM201;CSE103
222410009,Rahim Hassan,Evening,2022,3,CSE104;CSE109;CSE110;ENG103
222410010,Salma Mahmud,Evening,2022,4,ENG107;ENG111;MAT101;PHY101
222410011,Nusrat Karim,Evening,2022,1,PHY102;SOC101;ACT201;BUS105
222410012,Hasan Miah,Evening,2022,1,CHM201;CSE103;CSE104;CSE109
222410013,Fatima Sheikh,Evening,2022,6,CSE110;ENG103;ENG107;ENG111
222410014,Mohammad Sarkar,Evening,2022,1,MAT101;PHY101;PHY102;SOC101
222410015,Ayesha Bibi,Evening,2022,4,ACT201;BUS105;CHM201;CSE103
222410016,Ahmed Aktar,Evening,2022,5,CSE104;CSE109;CSE110;ENG103
222410017,Rashida Sultana,Evening,2022,3,ENG107;ENG111;MAT101;PHY101
222410018,Karim Molla,Evening,2022,4,PHY102;SOC101;ACT201;BUS105
222410019,Nasreen Mondal,Evening,2022,3,CHM201;CSE103;CSE104;CSE109
222410020,Omar Roy,Evening,2022,6,CSE110;ENG103;ENG107;ENG111
222410021,Sultana Das,Evening,2022,1,MAT101;PHY101;PHY102;SOC101
223410001,Ibrahim Saha,Evening,2022,4,ACT201;BUS105;CHM201;CSE103
223410002,Ruma Barua,Evening,2022,4,CSE104;CSE109;CSE110;ENG103
223410003,Tariq Nath,Evening,2022,5,ENG107;ENG111;MAT101;PHY101
223410004,Shahida Paul,Evening,2022,1,PHY102;SOC101;ACT201;BUS105
223410005,Yusuf Ghosh,Evening,2022,4,CHM201;CSE103;CSE104;CSE109
223410006,Rehana Sen,Evening,2022,4,CSE110;ENG103;ENG107;ENG111
223410007,Mahmud Rahman,Evening,2022,5,MAT101;PHY101;PHY102;SOC101
223410008,Farida Ahmed,Evening,2022,5,ACT201;BUS105;CHM201;CSE103
223410009,Rafiq Khan,Evening,2022,1,CSE104;CSE109;CSE110;ENG103
223410010,Nasir Hossain,Evening,2022,6,ENG107;ENG111;MAT101;PHY101
223410011,Shamsul Ali,Evening,2022,6,PHY102;SOC101;ACT201;BUS105
223410012,Rokeya Islam,Evening,2022,4,CHM201;CSE103;CSE104;CSE109
223410013,Aminul Uddin,Evening,2022,1,CSE110;ENG103;ENG107;ENG111
223410014,Jahanara Begum,Evening,2022,1,MAT101;PHY101;PHY102;SOC101
223410015,Mizanur Khatun,Evening,2022,2,ACT201;BUS105;CHM201;CSE103
223410016,Hosne Chowdhury,Evening,2022,4,CSE104;CSE109;CSE110;ENG103
223410017,Golam Alam,Evening,2022,3,ENG107;ENG111;MAT101;PHY101
223410018,Nurul Hassan,Evening,2022,5,PHY102;SOC101;ACT201;BUS105
223410019,Kamrun Mahmud,Evening,2022,1,CHM201;CSE103;CSE104;CSE109
223410020,Shafiq Karim,Evening,2022,1,CSE110;ENG103;ENG107;ENG111
223410021,Dilruba Miah,Evening,2022,2,MAT101;PHY101;PHY102;SOC101
231410001,Anwar Sheikh,Evening,2023,3,ACT201;BUS105;CHM201;CSE103
231410002,Maksuda Sarkar,Evening,2023,5,CSE104;CSE109;CSE110;ENG103
231410003,Hafiz Bibi,Evening,2023,3,ENG107;ENG111;MAT101;PHY101
231410004,Shireen Aktar,Evening,2023,1,PHY102;SOC101;ACT201;BUS105
231410005,Delwar Sultana,Evening,2023,2,CHM201;CSE103;CSE104;CSE109
231410006,Rahima Molla,Evening,2023,1,CSE110;ENG103;ENG107;ENG111
231410007,Shahed Mondal,Evening,2023,1,MAT101;PHY101;PHY102;SOC101
231410008,Monira Roy,Evening,2023,4,ACT201;BUS105;CHM201;CSE103
231410009,Ruhul Das,Evening,2023,1,CSE104;CSE109;CSE110;ENG103
231410010,Zakir Saha,Evening,2023,4,ENG107;ENG111;MAT101;PHY101
231410011,Selina Barua,Evening,2023,6,PHY102;SOC101;ACT201;BUS105
231410012,Mosharraf Nath,Evening,2023,4,CHM201;CSE103;CSE104;CSE109
231410013,Taslima Paul,Evening,2023,4,CSE110;ENG103;ENG107;ENG111
231410014,Karim Ghosh,Evening,2023,4,MAT101;PHY101;PHY102;SOC101
231410015,Abdul Sen,Evening,2023,1,ACT201;BUS105;CHM201;CSE103
231410016,Rahim Rahman,Evening,2023,2,CSE104;CSE109;CSE110;ENG103
231410017,Salma Ahmed,Evening,2023,1,ENG107;ENG111;MAT101;PHY101
231410018,Nusrat Khan,Evening,2023,5,PHY102;SOC101;ACT201;BUS105
231410019,Hasan Hossain,Evening,2023,6,CHM201;CSE103;CSE104;CSE109
231410020,Fatima Ali,Evening,2023,4,CSE110;ENG103;ENG107;ENG111
231410021,Mohammad Islam,Evening,2023,6,MAT101;PHY101;PHY102;SOC101
232410001,Ayesha Uddin,Evening,2023,1,ACT201;BUS105;CHM201;CSE103
232410002,Ahmed Begum,Evening,2023,3,CSE104;CSE109;CSE110;ENG103
232410003,Rashida Khatun,Evening,2023,4,ENG107;ENG111;MAT101;PHY101
232410004,Karim Chowdhury,Evening,2023,2,PHY102;SOC101;ACT201;BUS105
232410005,Nasreen Alam,Evening,2023,5,CHM201;CSE103;CSE104;CSE109
232410006,Omar Hassan,Evening,2023,3,CSE110;ENG103;ENG107;ENG111
232410007,Sultana Mahmud,Evening,2023,6,MAT101;PHY101;PHY102;SOC101
232410008,Ibrahim Karim,Evening,2023,1,ACT201;BUS105;CHM201;CSE103
232410009,Ruma Miah,Evening,2023,3,CSE104;CSE109;CSE110;ENG103
232410010,Tariq Sheikh,Evening,2023,1,ENG107;ENG111;MAT101;PHY101
232410011,Shahida Sarkar,Evening,2023,6,PHY102;SOC101;ACT201;BUS105
232410012,Yusuf Bibi,Evening,2023,3,CHM201;CSE103;CSE104;CSE109
232410013,Rehana Aktar,Evening,2023,5,CSE110;ENG103;ENG107;ENG111
232410014,Mahmud Sultana,Evening,2023,3,MAT101;PHY101;PHY102;SOC101
232410015,Farida Molla,Evening,2023,5,ACT201;BUS105;CHM201;CSE103
232410016,Rafiq Mondal,Evening,2023,4,CSE104;CSE109;CSE110;ENG103
232410017,Nasir Roy,Evening,2023,4,ENG107;ENG111;MAT101;PHY101
232410018,Shamsul Das,Evening,2023,1,PHY102;SOC101;ACT201;BUS105
232410019,Rokeya Saha,Evening,2023,5,CHM201;CSE103;CSE104;CSE109
232410020,Aminul Barua,Evening,2023,6,CSE110;ENG103;ENG107;ENG111
232410021,Jahanara Nath,Evening,2023,1,MAT101;PHY101;PHY102;SOC101
233410001,Mizanur Paul,Evening,2023,2,ACT201;BUS105;CHM201;CSE103
233410002,Hosne Ghosh,Evening,2023,4,CSE104;CSE109;CSE110;ENG103
233410003,Golam Sen,Evening,2023,5,ENG107;ENG111;MAT101;PHY101
233410004,Nurul Rahman,Evening,2023,6,PHY102;SOC101;ACT201;BUS105
233410005,Kamrun Ahmed,Evening,2023,4,CHM201;CSE103;CSE104;CSE109
233410006,Shafiq Khan,Evening,2023,3,CSE110;ENG103;ENG107;ENG111
233410007,Dilruba Hossain,Evening,2023,4,MAT101;PHY101;PHY102;SOC101
233410008,Anwar Ali,Evening,2023,1,ACT201;BUS105;CHM201;CSE103
233410009,Maksuda Islam,Evening,2023,4,CSE104;CSE109;CSE110;ENG103
233410010,Hafiz Uddin,Evening,2023,2,ENG107;ENG111;MAT101;PHY101
233410011,Shireen Begum,Evening,2023,4,PHY102;SOC101;ACT201;BUS105
233410012,Delwar Khatun,Evening,2023,2,CHM201;CSE103;CSE104;CSE109
233410013,Rahima Chowdhury,Evening,2023,4,CSE110;ENG103;ENG107;ENG111
233410014,Shahed Alam,Evening,2023,1,MAT101;PHY101;PHY102;SOC101
233410015,Monira Hassan,Evening,2023,3,ACT201;BUS105;CHM201;CSE103
233410016,Ruhul Mahmud,Evening,2023,1,CSE104;CSE109;CSE110;ENG103
233410017,Zakir Karim,Evening,2023,3,ENG107;ENG111;MAT101;PHY101
233410018,Selina Miah,Evening,2023,6,PHY102;SOC101;ACT201;BUS105
233410019,Mosharraf Sheikh,Evening,2023,1,CHM201;CSE103;CSE104;CSE109
233410020,Taslima Sarkar,Evening,2023,5,CSE110;ENG103;ENG107;ENG111
233410021,Karim Bibi,Evening,2023,1,MAT101;PHY101;PHY102;SOC101
241410001,Abdul Aktar,Evening,2024,5,ACT201;BUS105;CHM201;CSE103
241410002,Rahim Sultana,Evening,2024,1,CSE104;CSE109;CSE110;ENG103
241410003,Salma Molla,Evening,2024,3,ENG107;ENG111;MAT101;PHY101
241410004,Nusrat Mondal,Evening,2024,4,PHY102;SOC101;ACT201;BUS105
241410005,Hasan Roy,Evening,2024,5,CHM201;CSE103;CSE104;CSE109
241410006,Fatima Das,Evening,2024,4,CSE110;ENG103;ENG107;ENG111
241410007,Mohammad Saha,Evening,2024,5,MAT101;PHY101;PHY102;SOC101
241410008,Ayesha Barua,Evening,2024,5,ACT201;BUS105;CHM201;CSE103
241410009,Ahmed Nath,Evening,2024,1,CSE104;CSE109;CSE110;ENG103
241410010,Rashida Paul,Evening,2024,2,ENG107;ENG111;MAT101;PHY101
241410011,Karim Ghosh,Evening,2024,3,PHY102;SOC101;ACT201;BUS105
241410012,Nasreen Sen,Evening,2024,2,CHM201;CSE103;CSE104;CSE109
241410013,Omar Rahman,Evening,2024,5,CSE110;ENG103;ENG107;ENG111
241410014,Sultana Ahmed,Evening,2024,4,MAT101;PHY101;PHY102;SOC101
241410015,Ibrahim Khan,Evening,2024,3,ACT201;BUS105;CHM201;CSE103
241410016,Ruma Hossain,Evening,2024,2,CSE104;CSE109;CSE110;ENG103
241410017,Tariq Ali,Evening,2024,6,ENG107;ENG111;MAT101;PHY101
241410018,Shahida Islam,Evening,2024,5,PHY102;SOC101;ACT201;BUS105
241410019,Yusuf Uddin,Evening,2024,3,CHM201;CSE103;CSE104;CSE109
241410020,Rehana Begum,Evening,2024,2,CSE110;ENG103;ENG107;ENG111
241410021,Mahmud Khatun,Evening,2024,3,MAT101;PHY101;PHY102;SOC101
242410001,Farida Chowdhury,Evening,2024,3,ACT201;BUS105;CHM201;CSE103
242410002,Rafiq Alam,Evening,2024,1,CSE104;CSE109;CSE110;ENG103
242410003,Nasir Hassan,Evening,2024,3,ENG107;ENG111;MAT101;PHY101
242410004,Shamsul Mahmud,Evening,2024,1,PHY102;SOC101;ACT201;BUS105
242410005,Rokeya Karim,Evening,2024,6,CHM201;CSE103;CSE104;CSE109
242410006,Aminul Miah,Evening,2024,3,CSE110;ENG103;ENG107;ENG111
242410007,Jahanara Sheikh,Evening,2024,2,MAT101;PHY101;PHY102;SOC101
242410008,Mizanur Sarkar,Evening,2024,2,ACT201;BUS105;CHM201;CSE103
242410009,Hosne Bibi,Evening,2024,6,CSE104;CSE109;CSE110;ENG103
242410010,Golam Aktar,Evening,2024,4,ENG107;ENG111;MAT101;PHY101
242410011,Nurul Sultana,Evening,2024,5,PHY102;SOC101;ACT201;BUS105
242410012,Kamrun Molla,Evening,2024,5,CHM201;CSE103;CSE104;CSE109
242410013,Shafiq Mondal,Evening,2024,3,CSE110;ENG103;ENG107;ENG111
242410014,Dilruba Roy,Evening,2024,4,MAT101;PHY101;PHY102;SOC101
242410015,Anwar Das,Evening,2024,1,ACT201;BUS105;CHM201;CSE103
242410016,Maksuda Saha,Evening,2024,2,CSE104;CSE109;CSE110;ENG103
242410017,Hafiz Barua,Evening,2024,5,ENG107;ENG111;MAT101;PHY101
242410018,Shireen Nath,Evening,2024,4,PHY102;SOC101;ACT201;BUS105
242410019,Delwar Paul,Evening,2024,6,CHM201;CSE103;CSE104;CSE109
242410020,Rahima Ghosh,Evening,2024,6,CSE110;ENG103;ENG107;ENG111
242410021,Shahed Sen,Evening,2024,5,MAT101;PHY101;PHY102;SOC101
243410001,Monira Rahman,Evening,2024,3,ACT201;BUS105;CHM201;CSE103
243410002,Ruhul Ahmed,Evening,2024,5,CSE104;CSE109;CSE110;ENG103
243410003,Zakir Khan,Evening,2024,3,ENG107;ENG111;MAT101;PHY101
243410004,Selina Hossain,Evening,2024,3,PHY102;SOC101;ACT201;BUS105
243410005,Mosharraf Ali,Evening,2024,4,CHM201;CSE103;CSE104;CSE109
243410006,Taslima Islam,Evening,2024,5,CSE110;ENG103;ENG107;ENG111
243410007,Karim Uddin,Evening,2024,4,MAT101;PHY101;PHY102;SOC101
243410008,Abdul Begum,Evening,2024,6,ACT201;BUS105;CHM201;CSE103
243410009,Rahim Khatun,Evening,2024,4,CSE104;CSE109;CSE110;ENG103
243410010,Salma Chowdhury,Evening,2024,3,ENG107;ENG111;MAT101;PHY101
243410011,Nusrat Alam,Evening,2024,6,PHY102;SOC101;ACT201;BUS105
243410012,Hasan Hassan,Evening,2024,2,CHM201;CSE103;CSE104;CSE109
243410013,Fatima Mahmud,Evening,2024,6,CSE110;ENG103;ENG107;ENG111
243410014,Mohammad Karim,Evening,2024,1,MAT101;PHY101;PHY102;SOC101
243410015,Ayesha Miah,Evening,2024,2,ACT201;BUS105;CHM201;CSE103
243410016,Ahmed Sheikh,Evening,2024,2,CSE104;CSE109;CSE110;ENG103
243410017,Rashida Sarkar,Evening,2024,4,ENG107;ENG111;MAT101;PHY101
243410018,Karim Bibi,Evening,2024,4,PHY102;SOC101;ACT201;BUS105
243410019,Nasreen Aktar,Evening,2024,2,CHM201;CSE103;CSE104;CSE109
243410020,Omar Sultana,Evening,2024,6,CSE110;ENG103;ENG107;ENG111
243410021,Sultana Molla,Evening,2024,2,MAT101;PHY101;PHY102;SOC101
251410001,Ibrahim Mondal,Evening,2025,6,ACT201;BUS105;CHM201;CSE103
251410002,Ruma Roy,Evening,2025,2,CSE104;CSE109;CSE110;ENG103
251410003,Tariq Das,Evening,2025,6,ENG107;ENG111;MAT101;PHY101
251410004,Shahida Saha,Evening,2025,1,PHY102;SOC101;ACT201;BUS105
251410005,Yusuf Barua,Evening,2025,6,CHM201;CSE103;CSE104;CSE109
251410006,Rehana Nath,Evening,2025,3,CSE110;ENG103;ENG107;ENG111
251410007,Mahmud Paul,Evening,2025,3,MAT101;PHY101;PHY102;SOC101
251410008,Farida Ghosh,Evening,2025,3,ACT201;BUS105;CHM201;CSE103
251410009,Rafiq Sen,Evening,2025,4,CSE104;CSE109;CSE110;ENG103
251410010,Nasir Rahman,Evening,2025,2,ENG107;ENG111;MAT101;PHY101
251410011,Shamsul Ahmed,Evening,2025,4,PHY102;SOC101;ACT201;BUS105
251410012,Rokeya Khan,Evening,2025,6,CHM201;CSE103;CSE104;CSE109
251410013,Aminul Hossain,Evening,2025,4,CSE110;ENG103;ENG107;ENG111
251410014,Jahanara Ali,Evening,2025,5,MAT101;PHY101;PHY102;SOC101
251410015,Mizanur Islam,Evening,2025,5,ACT201;BUS105;CHM201;CSE103
251410016,Hosne Uddin,Evening,2025,1,CSE104;CSE109;CSE110;ENG103
251410017,Golam Begum,Evening,2025,1,ENG107;ENG111;MAT101;PHY101
251410018,Nurul Khatun,Evening,2025,6,PHY102;SOC101;ACT201;BUS105
251410019,Kamrun Chowdhury,Evening,2025,5,CHM201;CSE103;CSE104;CSE109
251410020,Shafiq Alam,Evening,2025,6,CSE110;ENG103;ENG107;ENG111
251410021,Dilruba Hassan,Evening,2025,1,MAT101;PHY101;PHY102;SOC101
252410001,Anwar Mahmud,Evening,2025,4,ACT201;BUS105;CHM201;CSE103
252410002,Maksuda Karim,Evening,2025,1,CSE104;CSE109;CSE110;ENG103
252410003,Hafiz Miah,Evening,2025,2,ENG107;ENG111;MAT101;PHY101
252410004,Shireen Sheikh,Evening,2025,6,PHY102;SOC101;ACT201;BUS105
252410005,Delwar Sarkar,Evening,2025,5,CHM201;CSE103;CSE104;CSE109
252410006,Rahima Bibi,Evening,2025,1,CSE110;ENG103;ENG107;ENG111
252410007,Shahed Aktar,Evening,2025,6,MAT101;PHY101;PHY102;SOC101
252410008,Monira Sultana,Evening,2025,1,ACT201;BUS105;CHM201;CSE103
252410009,Ruhul Molla,Evening,2025,2,CSE104;CSE109;CSE110;ENG103
252410010,Zakir Mondal,Evening,2025,4,ENG107;ENG111;MAT101;PHY101
252410011,Selina Roy,Evening,2025,2,PHY102;SOC101;ACT201;BUS105
252410012,Mosharraf Das,Evening,2025,3,CHM201;CSE103;CSE104;CSE109
252410013,Taslima Saha,Evening,2025,4,CSE110;ENG103;ENG107;ENG111
252410014,Karim Barua,Evening,2025,4,MAT101;PHY101;PHY102;SOC101
252410015,Abdul Nath,Evening,2025,6,ACT201;BUS105;CHM201;CSE103
252410016,Rahim Paul,Evening,2025,4,CSE104;CSE109;CSE110;ENG103
252410017,Salma Ghosh,Evening,2025,5,ENG107;ENG111;MAT101;PHY101
252410018,Nusrat Sen,Evening,2025,4,PHY102;SOC101;ACT201;BUS105
252410019,Hasan Rahman,Evening,2025,5,CHM201;CSE103;CSE104;CSE109
252410020,Fatima Ahmed,Evening,2025,5,CSE110;ENG103;ENG107;ENG111
252410021,Mohammad Khan,Evening,2025,3,MAT101;PHY101;PHY102;SOC101
253410001,Ayesha Hossain,Evening,2025,5,ACT201;BUS105;CHM201;CSE103
253410002,Ahmed Ali,Evening,2025,4,CSE104;CSE109;CSE110;ENG103
253410003,Rashida Islam,Evening,2025,3,ENG107;ENG111;MAT101;PHY101
253410004,Karim Uddin,Evening,2025,3,PHY102;SOC101;ACT201;BUS105
253410005,Nasreen Begum,Evening,2025,1,CHM201;CSE103;CSE104;CSE109
253410006,Omar Khatun,Evening,2025,5,CSE110;ENG103;ENG107;ENG111
253410007,Sultana Chowdhury,Evening,2025,5,MAT101;PHY101;PHY102;SOC101
253410008,Ibrahim Alam,Evening,2025,3,ACT201;BUS105;CHM201;CSE103
253410009,Ruma Hassan,Evening,2025,5,CSE104;CSE109;CSE110;ENG103
253410010,Tariq Mahmud,Evening,2025,6,ENG107;ENG111;MAT101;PHY101
253410011,Shahida Karim,Evening,2025,3,PHY102;SOC101;ACT201;BUS105
253410012,Yusuf Miah,Evening,2025,4,CHM201;CSE103;CSE104;CSE109
253410013,Rehana Sheikh,Evening,2025,2,CSE110;ENG103;ENG107;ENG111
253410014,Mahmud Sarkar,Evening,2025,4,MAT101;PHY101;PHY102;SOC101
253410015,Farida Bibi,Evening,2025,4,ACT201;BUS105;CHM201;CSE103
253410016,Rafiq Aktar,Evening,2025,5,CSE104;CSE109;CSE110;ENG103
253410017,Nasir Sultana,Evening,2025,2,ENG107;ENG111;MAT101;PHY101
253410018,Shamsul Molla,Evening,2025,6,PHY102;SOC101;ACT201;BUS105
253410019,Rokeya Mondal,Evening,2025,3,CHM201;CSE103;CSE104;CSE109
253410020,Aminul Roy,Evening,2025,3,CSE110;ENG103;ENG107;ENG111
253410021,Jahanara Das,Evening,2025,4,MAT101;PHY101;PHY102;SOC101
